Age 
23
53
54
70
47
31
30
27
45
39
26
23
25
47
43
48
57
38
34
48
34
47
37
37
26
64
43
30
22
42
34
41
51
47
30
43
40
36
38
34
33
51
39
34
41
45
35
22
29
51
27
24
24
46
26
25
33
30
36
26
38
38
50
42
38
30
21
31
22
28
29
55
37
40
45
27
26
35
21
51
26
42
32
26
25
33
32
34
31
52
48
34
32
23
36
33
33
36
55
24
27
67
26
31
29
36
33
28
25
27
38
50
42
75
40
26
37
26
44
29
26
38
22
32
19
39
58
40
58
41
30
37
31
34
26
51
60
40
42
28
22
44
34
43
29
21
26
32
42
31
24
46
26
58
28
43
50
33
47
54
26
33
33
30
29
50
37
30
23
25
59
29
35
37
51
48
71
38
22
51
35
40
40
31
58
56
45
43
50
40
32
47
45
48
46
66
48
53
45
54
42
29
45
61
43
26
24
47
40
36
25
34
25
52
26
62
28
22
49
28
21
40
48
54
45
22
22
56
23
52
24
53
33
50
47
38
51
40
23
28
32
31
52
32
29
55
32
72
27
44
32
25
40
36
37
45
57
33
33
38
63
27
35
53
38
40
27
21
20
60
33
27
27
34
25
50
33
27
47
57
39
32
37
32
37
56
52
43
25
24
26
31
31
36
32
23
30
45
27
31
26
38
23
30
23
28
25
34
37
30
37
45
27
34
44
22
25
31
21
25
40
43
36
46
39
30
32
32
28
27
36
24
22
27
29
39
45
24
37
49
37
28
36
34
35
30
28
34
47
32
36
27
38
28
24
29
27
36
33
24
26
29
23
38
23
25
29
32
30
35
45
31
53
30
43
42
49
26
44
29
38
33
29
28
29
21
28
56
65
51
58
39
49
40
29
43
29
25
53
24
63
68
38
41
46
32
56
27
57
49
31
56
37
38
20
48
28
40
41
52
39
56
43
38
31
45
58
44
23
37
29
41
27
28
51
28
62
31
25
37
46
47
36
42
55
44
28
32
42
27
33
41
25
63
43
39
35
66
24
34
29
25
43
27
32
42
24
34
25
54
62
30
34
22
19
44
31
22
38
47
35
38
39
27
38
60
36
37
48
61
41
35
36
34
29
30
24
41
30
35
48
60
51
31
39
22
39
31
35
35
29
56
32
25
44
31
39
32
49
48
32
23
22
38
57
35
38
42
29
59
49
38
31
48
29
33
20
46
45
25
47
49
22
45
33
35
25
19
44
31
26
32
26
47
30
41
23
36
44
32
34
23
36
38
21
55
42
39
23
58
56
28
27
41
46
49
52
36
27
21
50
33
59
38
33
40
56
27
62
41
56
50
27
36
36
46
28
57
40
68
39
54
50
58
23
35
59
44
36
33
40
43
36
44
44
33
26
37
41
44
59
68
32
35
39
30
22
69
36
40
55
63
24
51
54
37
48
56
36
33
52
35
27
45
24
42
50
42
42
50
37
67
22
33
38
27
39
32
24
38
23
44
44
52
55
38
56
60
41
32
30
38
28
27
46
29
49
37
44
71
64
24
28
26
57
65
58
26
41
56
31
54
48
48
30
36
56
54
65
57
27
52
43
57
54
56
36
29
44
31
49
61
37
24
46
39
33
29
54
32
62
54
48
33
32
50
42
33
37
38
51
42
38
32
35
33
24
52
22
38
63
30
27
41
26
29
51
38
25
29
53
39
26
75
44
43
33
26
32
39
32
42
34
52
46
27
56
42
37
32
35
40
27
48
31
35
47
33
31
30
31
57
45
33
31
51
32
33
41
46
28
36
50
34
32
47
31
43
23
33
32
53
26
57
49
33
31
39
48
47
37
26
41
24
42
44
28
47
49
35
52
43
35
75
33
33
34
39
28
43
61
34
43
43
39
33
40
36
33
54
29
38
45
21
44
36
54
61
37
43
36
49
39
53
29
33
39
69
36
48
48
27
48
47
38
30
52
31
63
34
57
35
34
24
33
33
59
30
57
47
34
38
32
46
59
21
56
30
31
36
48
45
34
38
32
34
42
33
26
32
22
58
26
31
27
22
23
40
28
20
39
36
40
44
33
56
31
40
34
61
42
30
34
59
23
47
31
36
47
35
33
39
37
44
51
61
29
39
42
23
47
30
52
24
37
42
51
25
33
53
38
31
42
56
44
27
42
39
26
58
38
49
30
46
28
32
29
34
29
35
49
34
34
23
28
33
29
34
25
33
42
41
42
28
32
53
36
36
23
31
33
38
27
50
35
30
41
42
22
26
60
27
48
32
23
27
37
33
44
40
42
34
39
59
34
43
41
50
31
43
33
35
37
44
26
35
36
42
51
21
40
56
22
31
26
32
28
35
54
33
46
34
59
32
46
36
26
51
32
43
47
22
49
54
49
39
47
32
31
42
53
28
39
31
30
49
58
45
25
39
36
31
22
49
22
30
33
63
56
47
25
27
26
36
37
37
43
32
41
31
61
59
46
27
25
35
50
35
28
42
47
48
36
45
38
29
34
57
36
36
38
32
55
52
66
45
30
42
53
32
37
33
57
43
32
50
30
21
25
45
42
37
48
26
42
46
50
38
30
54
27
42
37
28
44
35
55
50
48
34
34
40
33
45
40
36
40
30
58
74
70
47
26
27
41
32
49
46
33
40
26
41
49
44
43
30
43
39
34
36
58
44
32
37
31
31
53
27
36
44
56
36
34
27
33
35
33
40
42
31
23
53
51
35
39
39
27
52
42
32
58
34
45
38
34
48
37
31
35
36
26
31
34
34
27
34
27
34
61
22
47
52
26
57
43
60
37
45
51
49
29
31
24
25
23
40
31
40
39
37
41
27
21
38
23
46
28
31
23
43
27
56
24
51
28
33
25
40
41
54
54
22
48
32
32
31
45
28
38
23
24
32
55
54
51
34
21
38
47
31
47
30
66
29
38
66
54
44
31
39
35
36
53
46
38
41
51
53
57
27
42
40
46
35
36
42
64
50
28
57
23
40
48
27
43
51
41
42
29
48
60
43
27
43
39
65
22
43
32
31
23
42
60
36
35
30
43
44
21
30
48
38
37
23
26
25
27
40
24
32
22
48
23
28
47
64
28
48
47
31
44
36
28
43
27
36
32
21
26
41
50
43
42
32
44
41
32
51
30
31
44
57
43
35
25
50
64
45
35
75
33
47
55
48
42
54
31
38
32
30
50
36
30
36
50
31
35
57
55
28
52
55
30
58
27
34
36
53
35
41
65
46
71
39
32
33
28
62
25
42
45
43
44
29
48
32
42
40
23
25
51
44
33
50
36
46
57
34
40
30
73
29
57
26
48
43
45
49
36
39
31
25
36
55
35
53
26
45
47
45
31
45
50
40
52
51
60
32
61
65
47
34
29
26
36
40
45
34
35
42
29
27
29
27
37
39
29
22
33
35
56
38
22
25
41
33
46
53
37
41
50
24
46
40
68
58
50
54
33
59
29
45
35
38
37
30
48
43
40
31
56
21
46
64
55
26
55
25
37
56
45
34
41
26
42
43
31
40
53
44
40
31
41
35
45
55
29
40
37
46
37
32
47
35
30
26
27
24
37
32
26
24
34
27
25
23
29
34
30
23
33
56
34
32
26
42
26
30
48
28
31
28
41
40
28
23
37
43
28
40
45
33
20
26
31
45
49
32
19
38
36
35
37
37
35
22
25
21
28
33
59
46
36
33
36
28
41
39
44
31
40
49
30
32
32
45
38
28
22
49
28
35
41
63
27
58
24
20
45
40
31
32
24
32
44
38
41
21
52
47
31
48
34
40
47
35
24
33
47
31
24
39
34
34
24
25
34
36
35
22
67
48
32
48
43
44
33
47
36
29
36
29
31
46
38
43
34
45
23
31
33
52
25
30
30
54
33
26
44
31
47
41
34
43
40
40
32
52
33
45
34
31
27
46
61
67
46
36
36
24
31
24
43
23
45
30
28
33
34
33
42
47
23
24
43
28
68
39
25
25
36
30
47
38
52
36
34
30
31
28
45
49
23
37
32
53
28
32
38
51
45
29
28
24
20
20
39
38
28
32
45
31
34
27
39
42
43
29
64
26
37
29
44
48
35
32
58
32
39
68
47
40
46
28
41
25
33
41
28
34
34
31
23
51
50
34
40
28
45
23
48
29
41
35
40
34
23
34
52
35
24
37
29
23
41
32
33
38
38
28
27
26
24
45
28
45
30
29
44
25
40
27
33
44
30
40
21
37
23
47
32
34
40
28
32
34
36
28
28
39
27
41
35
46
55
37
29
40
32
25
28
33
46
27
30
30
31
39
28
33
38
46
21
37
39
36
42
31
33
31
46
21
21
35
30
46
34
34
47
43
45
42
49
36
57
31
23
39
33
40
38
41
28
53
34
44
36
43
49
22
35
29
36
38
43
29
42
34
52
56
51
34
23
41
30
23
23
34
41
40
35
32
27
35
45
52
32
48
37
37
28
30
31
37
25
56
24
33
51
48
23
35
63
43
24
31
37
44
31
37
32
35
51
36
39
25
35
51
39
36
33
35
33
38
50
35
31
27
41
28
24
53
46
36
38
32
51
38
27
53
48
41
46
46
25
24
32
43
34
29
34
32
45
26
34
35
31
34
48
50
37
37
28
34
28
54
27
45
51
50
33
43
38
44
51
26
28
33
39
43
21
30
37
24
50
30
46
40
39
43
29
46
49
35
21
29
32
60
23
32
26
41
34
50
40
36
31
41
24
32
23
42
37
52
51
48
58
34
28
63
24
43
30
35
37
47
40
26
21
29
43
49
39
42
41
28
43
31
42
36
49
56
37
49
42
31
33
26
30
50
37
25
48
25
29
36
43
33
48
22
23
53
47
26
29
36
23
31
27
31
25
52
30
35
30
43
21
46
44
25
30
38
53
50
33
32
21
33
48
39
52
32
50
40
42
28
34
35
44
38
25
39
37
50
35
52
47
23
43
55
24
25
45
46
25
22
20
20
29
32
33
21
46
27
34
27
42
25
38
27
45
23
20
30
39
29
44
55
33
23
38
44
34
45
47
47
41
23
37
37
28
48
37
23
41
25
23
31
36
36
22
56
32
39
25
42
49
29
45
39
41
27
26
33
29
46
43
36
30
34
23
41
37
26
27
40
52
39
26
47
42
49
25
26
37
42
50
46
47
51
50
41
29
30
27
58
46
40
39
31
46
49
52
26
26
44
58
49
38
67
24
37
46
51
66
58
43
46
37
37
59
28
47
41
51
39
21
31
26
35
68
54
50
49
27
56
62
42
45
48
44
36
56
30
37
42
23
39
40
29
56
47
45
57
35
59
50
43
40
35
36
31
32
53
30
27
48
44
27
46
45
54
28
22
28
40
50
53
29
36
42
41
30
49
28
42
46
48
50
55
34
23
31
37
23
48
42
29
37
46
51
31
26
39
42
32
25
32
37
33
28
34
25
55
38
35
57
27
53
32
39
34
50
24
35
25
29
33
30
29
26
29
31
37
48
50
45
34
40
34
28
34
22
42
26
49
41
37
33
37
46
38
30
31
28
35
34
36
50
34
42
27
49
27
47
63
38
38
30
29
26
38
33
49
48
28
33
39
