Age 
42
53
33
31
41
29
28
30
43
37
33
26
32
38
44
28
53
57
32
30
39
40
35
42
30
45
31
50
40
43
37
22
41
33
40
31
23
57
40
34
26
49
33
33
43
23
48
36
39
35
42
26
31
33
33
23
25
50
38
46
34
51
24
26
38
58
25
52
36
34
25
50
56
42
35
40
45
42
34
29
52
44
49
42
45
40
47
56
42
35
25
20
29
44
52
20
33
52
55
26
48
49
22
60
48
45
32
25
44
48
35
38
46
34
60
41
53
44
21
43
39
56
37
37
42
36
51
57
75
39
50
79
38
60
37
23
79
40
46
43
50
35
39
34
45
37
77
41
61
24
58
42
22
36
56
58
50
23
35
41
31
32
41
48
40
20
25
26
71
55
32
41
58
41
29
35
41
36
29
34
47
45
21
43
26
33
42
28
42
34
29
37
37
24
48
28
40
67
33
33
32
71
55
29
30
46
39
73
35
47
27
29
37
28
46
22
28
22
40
51
27
57
31
52
53
49
43
30
30
42
47
40
43
42
41
30
35
27
35
33
28
27
34
34
43
24
22
51
32
42
36
51
31
46
30
51
55
39
50
42
24
25
24
38
25
40
32
44
49
39
23
37
38
26
47
30
37
39
34
58
64
38
36
46
28
45
43
44
42
23
51
63
44
34
33
29
31
33
55
30
24
33
29
37
36
28
23
39
33
27
21
25
38
23
22
35
24
38
33
47
28
34
51
28
23
45
44
31
57
30
34
27
42
29
31
37
47
65
37
45
26
53
40
43
23
35
40
32
46
25
44
23
33
40
28
38
23
25
34
27
37
48
32
30
35
31
57
35
48
21
35
32
48
47
38
34
39
34
22
22
30
44
36
34
31
29
47
36
51
49
25
22
37
22
42
48
37
40
23
40
33
39
23
47
22
45
32
33
28
25
21
25
44
49
29
41
32
47
29
31
37
55
31
39
32
38
45
30
26
36
46
30
24
44
29
32
33
43
43
26
36
33
29
38
30
28
53
43
26
26
22
52
28
25
29
32
54
35
44
37
22
44
32
24
30
37
23
41
29
31
24
41
31
38
54
22
49
30
28
29
39
33
46
25
44
45
26
31
29
39
38
33
21
52
30
32
37
42
52
67
42
45
45
28
28
62
28
22
32
46
33
24
24
27
60
40
31
27
27
20
26
22
36
59
36
32
33
43
23
46
33
36
27
29
29
29
36
53
57
38
25
51
41
36
24
39
42
62
32
31
33
29
24
31
35
44
29
30
40
32
45
36
39
22
39
39
33
25
21
35
34
49
39
31
44
36
27
26
31
37
40
38
32
61
53
34
38
38
34
29
36
24
35
31
60
22
37
46
28
53
47
43
51
56
25
29
31
33
35
49
28
72
30
28
43
32
52
49
37
29
46
30
29
37
53
37
26
27
29
49
56
41
30
35
31
54
49
26
25
55
26
31
37
56
25
21
44
26
34
56
40
25
59
51
20
21
39
22
37
22
27
32
47
30
29
32
28
59
44
28
55
29
34
38
37
22
28
38
41
24
34
38
24
43
47
29
22
20
38
32
52
39
33
34
56
40
44
24
27
28
54
32
35
43
27
33
50
50
25
20
29
23
21
49
22
36
39
29
41
40
25
37
38
23
23
33
30
45
41
23
33
30
40
34
32
48
45
34
46
46
44
34
27
33
26
25
31
56
20
28
29
29
56
26
47
43
31
42
34
47
24
42
56
42
22
41
59
29
45
41
41
24
33
34
29
57
25
25
32
27
37
41
27
23
40
43
42
35
32
22
32
58
38
57
33
38
27
24
64
27
23
40
22
28
38
22
29
28
27
29
27
39
40
27
30
46
57
30
30
31
42
54
25
32
34
44
26
24
33
36
39
53
52
34
44
30
32
24
24
23
30
23
26
39
48
47
27
21
21
22
39
26
51
36
26
48
24
31
39
32
26
22
31
26
25
38
26
29
32
34
34
20
25
41
53
22
35
39
58
33
32
26
23
20
42
38
22
25
32
42
39
26
29
45
37
32
53
59
44
35
43
36
40
21
30
40
41
34
24
53
35
44
35
22
45
35
27
22
31
37
41
23
64
43
38
29
31
27
48
45
24
29
44
45
43
37
44
41
51
50
43
22
25
32
25
43
47
24
40
36
31
42
33
34
23
46
43
41
37
24
39
50
36
73
52
32
46
23
30
45
60
24
43
31
50
20
26
49
44
41
39
46
31
32
54
40
55
24
27
39
53
35
31
39
43
50
33
34
39
26
25
30
33
27
34
21
